track name="1000G,CEPH,WP" description="Data: 1000 Genomes Project phase 1 release 3; Population: CEPH; D' CI method: WP; High LD SNPs proportion: 95%" itemRgb="on"
chr5	170382685	170560546	BLOCK_0000001	0	+	0	0	209,181,181
chr5	64091308	64235342	BLOCK_0000002	0	+	0	0	232,90,90
chr5	41631431	41774746	BLOCK_0000003	0	+	0	0	226,113,113
chr5	133568754	133706994	BLOCK_0000004	0	+	0	0	226,113,113
chr5	82377962	82510685	BLOCK_0000005	0	+	0	0	221,136,136
chr5	143633882	143763887	BLOCK_0000006	0	+	0	0	232,90,90
chr5	102442913	102571873	BLOCK_0000007	0	+	0	0	232,90,90
chr5	59338334	59461745	BLOCK_0000008	0	+	0	0	226,113,113
chr5	92793573	92916944	BLOCK_0000009	0	+	0	0	232,90,90
chr5	74046464	74168479	BLOCK_0000010	0	+	0	0	232,90,90
chr5	143916142	144034839	BLOCK_0000011	0	+	0	0	221,136,136
chr5	15155515	15271304	BLOCK_0000012	0	+	0	0	226,113,113
chr5	42702561	42815034	BLOCK_0000013	0	+	0	0	232,90,90
chr5	147682118	147793971	BLOCK_0000014	0	+	0	0	232,90,90
chr5	41789679	41901324	BLOCK_0000015	0	+	0	0	238,68,68
chr5	54604254	54715801	BLOCK_0000016	0	+	0	0	232,90,90
chr5	139556498	139666287	BLOCK_0000017	0	+	0	0	232,90,90
chr5	126325510	126432599	BLOCK_0000018	0	+	0	0	226,113,113
chr5	42132441	42239373	BLOCK_0000019	0	+	0	0	226,113,113
chr5	30229223	30336083	BLOCK_0000020	0	+	0	0	232,90,90
chr5	151752458	151858637	BLOCK_0000021	0	+	0	0	226,113,113
chr5	166561147	166665349	BLOCK_0000022	0	+	0	0	232,90,90
chr5	145451282	145553996	BLOCK_0000023	0	+	0	0	226,113,113
chr5	129770349	129872724	BLOCK_0000024	0	+	0	0	238,68,68
chr5	93346035	93447394	BLOCK_0000025	0	+	0	0	232,90,90
chr5	101905092	102004849	BLOCK_0000026	0	+	0	0	232,90,90
chr5	129312436	129411466	BLOCK_0000027	0	+	0	0	232,90,90
chr5	173417679	173516684	BLOCK_0000028	0	+	0	0	232,90,90
chr5	129154764	129253405	BLOCK_0000029	0	+	0	0	226,113,113
chr5	71539390	71636668	BLOCK_0000030	0	+	0	0	238,68,68
chr5	130923128	131020102	BLOCK_0000031	0	+	0	0	232,90,90
chr5	131123395	131220063	BLOCK_0000032	0	+	0	0	232,90,90
chr5	135448075	135544061	BLOCK_0000033	0	+	0	0	238,68,68
chr5	23326688	23420446	BLOCK_0000034	0	+	0	0	232,90,90
chr5	150074892	150168032	BLOCK_0000035	0	+	0	0	232,90,90
chr5	70747570	70840607	BLOCK_0000036	0	+	0	0	232,90,90
chr5	64779013	64870317	BLOCK_0000037	0	+	0	0	226,113,113
chr5	63430567	63521523	BLOCK_0000038	0	+	0	0	238,68,68
chr5	122848876	122938630	BLOCK_0000039	0	+	0	0	243,45,45
chr5	102293853	102383192	BLOCK_0000040	0	+	0	0	238,68,68
chr5	62254668	62343353	BLOCK_0000041	0	+	0	0	238,68,68
chr5	108093529	108180530	BLOCK_0000042	0	+	0	0	238,68,68
chr5	88435633	88522281	BLOCK_0000043	0	+	0	0	238,68,68
chr5	25191485	25277804	BLOCK_0000044	0	+	0	0	238,68,68
chr5	145356654	145442572	BLOCK_0000045	0	+	0	0	232,90,90
chr5	90826101	90909727	BLOCK_0000046	0	+	0	0	238,68,68
chr5	153359476	153442896	BLOCK_0000047	0	+	0	0	232,90,90
chr5	161749087	161832337	BLOCK_0000048	0	+	0	0	226,113,113
chr5	88920460	89003146	BLOCK_0000049	0	+	0	0	232,90,90
chr5	107631903	107714520	BLOCK_0000050	0	+	0	0	243,45,45
chr5	96883056	96965445	BLOCK_0000051	0	+	0	0	238,68,68
chr5	77662302	77743356	BLOCK_0000052	0	+	0	0	238,68,68
chr5	21009732	21090621	BLOCK_0000053	0	+	0	0	232,90,90
