1	107936393	107961777
1	107936393	107961777
1	107936393	107961777
1	115354774	115395974
1	115354774	115395974
1	115354774	115395974
1	115354774	115395974
1	115354774	115395974
1	162187717	162200616
1	162187717	162200616
1	162187717	162200616
1	162187717	162200616
1	196177784	196334043
1	196177784	196334043
1	196177784	196334043
1	196177784	196334043
1	196177784	196334043
1	21158600	21216574
1	21158600	21216574
1	21158600	21216574
1	21158600	21216574
1	21158600	21216574
1	217371236	217386738
1	217371236	217386738
1	217371236	217386738
1	232644654	232660040
1	232644654	232660040
1	232644654	232660040
1	241931406	241954386
1	241931406	241954386
1	241931406	241954386
1	39006502	39024203
1	39006502	39024203
1	64967339	64987539
1	64967339	64987539
1	64967339	64987539
1	64967339	64987539
1	8803216	8852954
1	8803216	8852954
1	8803216	8852954
2	137901739	137958989
2	137901739	137958989
2	137901739	137958989
2	137901739	137958989
2	137901739	137958989
2	168073740	168137328
2	168073740	168137328
2	168073740	168137328
2	168073740	168137328
2	168073740	168137328
2	194785328	194849951
2	194785328	194849951
2	194785328	194849951
2	57621220	57629242
2	71953686	71961721
3	117767360	117822025
3	117767360	117822025
3	117767360	117822025
3	117767360	117822025
3	117767360	117822025
3	11832773	11853638
3	11832773	11853638
3	11832773	11853638
3	153953118	154016635
3	153953118	154016635
3	153953118	154016635
3	153953118	154016635
3	153953118	154016635
3	158826710	158865644
3	158826710	158865644
3	158826710	158865644
3	158826710	158865644
3	158826710	158865644
3	158826710	158865644
3	158826710	158865644
3	175768094	175835461
3	175768094	175835461
3	175768094	175835461
3	175768094	175835461
4	187443526	187449919
4	188665831	188690482
4	188665831	188690482
4	188665831	188690482
4	26977729	27030406
4	26977729	27030406
4	26977729	27030406
4	36421925	36455876
4	36421925	36455876
4	36421925	36455876
4	36421925	36455876
4	41111068	41135150
4	41111068	41135150
4	41111068	41135150
4	41111068	41135150
4	41978107	42035595
4	41978107	42035595
4	41978107	42035595
4	41978107	42035595
4	41978107	42035595
4	41978107	42035595
4	41978107	42035595
4	64819935	64896796
4	64819935	64896796
4	64819935	64896796
4	64819935	64896796
4	64819935	64896796
4	64819935	64896796
4	64819935	64896796
5	108475079	108492116
5	108475079	108492116
5	108475079	108492116
5	108475079	108492116
5	108475079	108492116
5	108475079	108492116
5	135649690	135685025
5	135649690	135685025
5	135649690	135685025
5	135649690	135685025
5	135649690	135685025
5	135692575	135754818
5	135692575	135754818
5	135692575	135754818
5	135692575	135754818
5	135692575	135754818
5	135692575	135754818
5	478458	478466
5	65757959	65777010
5	65757959	65777010
5	65757959	65777010
5	65757959	65777010
5	95263735	95324375
5	95263735	95324375
5	95263735	95324375
5	95263735	95324375
5	95263735	95324375
5	95263735	95324375
6	12169415	12179253
6	12169415	12179253
6	12824700	12859873
6	12824700	12859873
6	12824700	12859873
6	12824700	12859873
6	12824700	12859873
6	12824700	12859873
6	12824700	12859873
6	129303087	129368130
6	129303087	129368130
6	129303087	129368130
6	139404150	139413539
6	139404150	139413539
6	139404150	139413539
6	143730076	143795061
6	143730076	143795061
6	143730076	143795061
6	143730076	143795061
6	143730076	143795061
6	143730076	143795061
6	143730076	143795061
6	155361213	155364799
6	155361213	155364799
6	158522149	158544445
6	158522149	158544445
6	158522149	158544445
6	158522149	158544445
6	158522149	158544445
6	158522149	158544445
6	80567715	80577938
6	80567715	80577938
6	89426977	89536109
6	89426977	89536109
6	89426977	89536109
6	89426977	89536109
6	89426977	89536109
6	89426977	89536109
6	96147071	96155851
6	96147071	96155851
6	96147071	96155851
6	96164110	96190621
6	96164110	96190621
6	96164110	96190621
6	96164110	96190621
6	96164110	96190621
7	113611928	113677333
7	113611928	113677333
7	113611928	113677333
7	113611928	113677333
7	113611928	113677333
7	1276839	1284753
7	1276839	1284753
7	19112064	19127540
7	19112064	19127540
7	19112064	19127540
7	37024558	37038562
7	37024558	37038562
7	37024558	37038562
7	37024558	37038562
7	43731169	43778894
7	43731169	43778894
7	43731169	43778894
7	43731169	43778894
7	43731169	43778894
7	43731169	43778894
7	53126872	53168801
7	53126872	53168801
7	53126872	53168801
7	73637028	73665896
7	73637028	73665896
7	73637028	73665896
7	73637028	73665896
7	76785022	76796290
7	76785022	76796290
7	76785022	76796290
7	76785022	76796290
7	76785022	76796290
7	76785022	76796290
7	76797975	76816022
7	78491237	78507181
7	78491237	78507181
7	78868414	78952979
7	78868414	78952979
7	78868414	78952979
7	78868414	78952979
7	78868414	78952979
7	89006971	89036164
7	89006971	89036164
7	89006971	89036164
7	89006971	89036164
7	89006971	89036164
7	99990364	100024153
7	99990364	100024153
7	99990364	100024153
7	99990364	100024153
7	99990364	100024153
8	105400043	105413725
8	105400043	105413725
8	105400043	105413725
8	106926868	106950426
8	106926868	106950426
8	121710942	121766854
8	121710942	121766854
8	121710942	121766854
8	121710942	121766854
8	121710942	121766854
8	121710942	121766854
8	121787222	121816194
8	121787222	121816194
8	121787222	121816194
8	121827450	121838896
8	121827450	121838896
8	121827450	121838896
8	121827450	121838896
8	137546449	137585652
8	137546449	137585652
8	137546449	137585652
8	143705664	143748919
8	143705664	143748919
8	143705664	143748919
8	143705664	143748919
8	143705664	143748919
8	143705664	143748919
8	21810377	21847235
8	21810377	21847235
8	21810377	21847235
8	21810377	21847235
8	21810377	21847235
8	21810377	21847235
8	29472984	29477995
8	29472984	29477995
8	29472984	29477995
8	29472984	29477995
8	80166841	80203500
8	80166841	80203500
8	82544274	82595445
8	82544274	82595445
8	82544274	82595445
8	82544274	82595445
8	82544274	82595445
9	93760944	93789013
9	93760944	93789013
9	93760944	93789013
10	102875415	102879620
10	102875415	102879620
10	69523907	69553615
10	69523907	69553615
10	69523907	69553615
10	83071466	83083331
10	83131198	83187807
10	83131198	83187807
10	83131198	83187807
10	83131198	83187807
10	94656157	94707491
10	94656157	94707491
10	94656157	94707491
10	94656157	94707491
10	94656157	94707491
10	94656157	94707491
10	94715812	94734921
10	94715812	94734921
